2.56369;-0.26842
-0.161064;-0.73651
1.95655;0.972748
1.13097;-1.83182
-0.239909;0.151086
0.472668;0.0895959
0.646612;1.16501
1.50708;-0.175648
0.100636;1.42281
4.17014;1.06232
1.73418;-3.25284
-0.618381;-0.526856
0.255902;-0.326768
-0.0712143;1.02788
1.85221;0.355935
0.28227;-0.211778
1.31083;0.805072
0.545977;-0.168072
1.53454;2.16888
4.01284;-1.09655
0.0916676;-2.33091
0.375565;0.0788126
0.385361;-0.892583
-0.228913;0.415766
0.285951;0.306713
-0.0574313;2.01713
3.54177;1.79597
2.35904;-1.9014
0.441537;-0.0742288
2.12263;-0.574078
0.14637;-1.37528
0.469119;0.357625
0.7297;-0.732515
-0.369735;0.40232
0.93393;0.711477
-0.0293855;0.685079
1.88142;2.85476
4.63403;-0.460375
1.24527;-2.86888
-0.0357149;-0.686772
0.412568;-0.738219
-0.435776;0.181213
0.99549;0.80832
0.473378;-0.362407
-0.0797669;1.59109
2.75962;1.52639
2.16172;-1.14923
0.577309;-0.0117287
2.26535;0.19686
1.54016;-1.81557
-0.208845;-0.950212
0.191895;-0.233547
-0.659942;-0.0738988
-0.260025;2.29159
2.9489;2.0083
2.83936;-1.10885
0.526199;-0.899897
1.16548;0.410593
1.70452;-0.722073
0.379905;-0.803951
0.669117;0.260688
1.21617;-0.574311
-0.356277;-0.72922
-0.505485;1.50201
1.96643;1.96296
2.72139;-0.212703
1.16189;-0.92031
0.895516;0.100884
1.74029;-0.219155
1.02456;-1.22995
-0.237151;-0.46357
0.356871;0.88942
1.62132;0.443824
1.1807;-0.743036
-0.121512;-0.290933
0.113864;1.27369
1.80935;1.58086
2.78118;0.163404
2.05249;-1.20905
0.798007;-1.24831
0.335187;-0.513143
0.573036;-0.130425
0.634924;-0.271744
0.204933;-0.245807
-0.162851;0.422771
0.211157;1.40078
1.39179;1.89697
2.76648;1.36753
3.5117;-0.091665
3.10421;-1.83733
1.56849;-3.04213
-0.564655;-3.06448
-2.47336;-1.685
-3.31717;0.816672
-2.48885;3.723
0.208898;6.04122
4.51018;6.71119
9.81664;4.75472
15.7298;-0.878384
25.1853;-12.4129
61.7694;0
25.1853;12.4129
15.7298;0.878384
9.81664;-4.75472
4.51018;-6.71119
0.208898;-6.04122
-2.48885;-3.723
-3.31717;-0.816672
-2.47336;1.685
-0.564655;3.06448
1.56849;3.04213
3.10421;1.83733
3.5117;0.091665
2.76648;-1.36753
1.39179;-1.89697
0.211157;-1.40078
-0.162851;-0.422771
0.204933;0.245807
0.634924;0.271744
0.573036;0.130425
0.335187;0.513143
0.798007;1.24831
2.05249;1.20905
2.78118;-0.163404
1.80935;-1.58086
0.113864;-1.27369
-0.121512;0.290933
1.1807;0.743036
1.62132;-0.443824
0.356871;-0.88942
-0.237151;0.46357
1.02456;1.22995
1.74029;0.219155
0.895516;-0.100884
1.16189;0.92031
2.72139;0.212703
1.96643;-1.96296
-0.505485;-1.50201
-0.356277;0.72922
1.21617;0.574311
0.669117;-0.260688
0.379905;0.803951
1.70452;0.722073
1.16548;-0.410593
0.526199;0.899897
2.83936;1.10885
2.9489;-2.0083
-0.260025;-2.29159
-0.659942;0.0738988
0.191895;0.233547
-0.208845;0.950212
1.54016;1.81557
2.26535;-0.19686
0.577309;0.0117287
2.16172;1.14923
2.75962;-1.52639
-0.0797669;-1.59109
0.473378;0.362407
0.99549;-0.80832
-0.435776;-0.181213
0.412568;0.738219
-0.0357149;0.686772
1.24527;2.86888
4.63403;0.460375
1.88142;-2.85476
-0.0293855;-0.685079
0.93393;-0.711477
-0.369735;-0.40232
0.7297;0.732515
0.469119;-0.357625
0.14637;1.37528
2.12263;0.574078
0.441537;0.0742288
2.35904;1.9014
3.54177;-1.79597
-0.0574313;-2.01713
0.285951;-0.306713
-0.228913;-0.415766
0.385361;0.892583
0.375565;-0.0788126
0.0916676;2.33091
4.01284;1.09655
1.53454;-2.16888
0.545977;0.168072
1.31083;-0.805072
0.28227;0.211778
1.85221;-0.355935
-0.0712143;-1.02788
0.255902;0.326768
-0.618381;0.526856
1.73418;3.25284
4.17014;-1.06232
0.100636;-1.42281
1.50708;0.175648
0.646612;-1.16501
0.472668;-0.0895959
-0.239909;-0.151086
1.13097;1.83182
1.95655;-0.972748
-0.161064;0.73651
